sales_month,category,state,customer_segment,total_orders,total_customers,total_sellers,total_quantity,total_sales,average_order_value,average_unit_price
2024-08-01,Electronics,Tamil Nadu,Regular,762,730,530,1057,15169819.240000002,19907.899265092,14726.580288713907
2024-08-01,Grocery,Delhi,Premium,60,58,57,83,1128767.4500000002,18812.790833333,11558.330666666667
2024-08-01,Electronics,Delhi,Regular,600,573,447,817,12475413.609999998,20792.356016667,14291.08686666667
2024-08-01,Electronics,Maharashtra,Regular,983,939,629,1338,18733115.429999989,19057.085890132,14007.732787385552
2024-08-01,Grocery,Delhi,Regular,288,282,246,397,5196075.9299999988,18041.9303125,13240.427638888892
2024-08-01,Beauty,Telangana,New,57,56,55,82,934333.84000000008,16391.821754386,13802.896140350877
2024-08-01,Grocery,West Bengal,Regular,226,223,200,323,3321858.0799999982,14698.487079646,10740.551725663718
2024-08-01,Fashion,Maharashtra,Regular,911,879,601,1239,19624326.930000015,21541.522425906,15623.994160263454
2024-08-01,Grocery,Telangana,Premium,83,82,79,112,1330651.07,16031.94060241,12343.277469879515
2024-08-01,Sports,Telangana,Premium,65,64,61,93,1370054.95,21077.768461538,15999.620000000003
2024-08-01,Beauty,Telangana,Premium,82,80,80,108,1956879.11,23864.379390244,16305.077804878045
2024-08-01,Home & Kitchen,West Bengal,Regular,342,332,292,484,7425360.9099999992,21711.581608187,15513.320614035089
2024-08-01,Grocery,Karnataka,New,93,92,88,136,1830654.4499999997,19684.456451613,13358.770752688171
2024-08-01,Sports,Maharashtra,Premium,92,91,86,126,1817675.26,19757.339782609,13204.187065217391
2024-08-01,Beauty,Maharashtra,Regular,487,476,382,667,11376353.829999996,23360.069466119,16784.311683778236
2024-08-01,Home & Kitchen,Uttar Pradesh,New,136,131,128,187,2688288.24,19766.825294118,13735.027573529414
2024-08-01,Grocery,Telangana,Regular,381,374,313,518,8600301.26,22572.969186352,16408.406692913388
2024-08-01,Home & Kitchen,Maharashtra,Regular,783,754,541,1075,17062307.490000002,21790.941877395,15415.914252873561
2024-08-01,Sports,Telangana,New,72,70,69,102,1484624.92,20619.790555556,14348.530277777772
2024-08-01,Sports,Gujarat,Regular,249,246,224,361,5202158.1899999967,20892.201566265,14816.249076305228
2024-08-01,Beauty,Gujarat,New,63,61,61,76,1077519.53,17103.484603175,14030.235079365077
2024-08-01,Beauty,Telangana,Regular,360,352,298,500,7456008.7599999979,20711.135444444,13978.00025
2024-08-01,Electronics,Uttar Pradesh,Regular,868,842,574,1187,15606012.770000013,17979.277384793,13386.875299539168
2024-08-01,Electronics,Delhi,Premium,124,119,121,175,2115991.7799999993,17064.44983871,13097.812499999998
2024-08-01,Sports,Uttar Pradesh,Regular,317,310,276,420,5568541.9700000007,17566.378454259,13318.669873817034
2024-08-01,Beauty,West Bengal,Regular,237,236,209,318,4799250.4200000009,20250.001772152,14651.51687763713
2024-08-01,Beauty,Karnataka,Premium,88,87,88,123,2295778.4999999995,26088.392045455,18238.812045454546
2024-08-01,Grocery,Telangana,New,79,76,77,105,1498154.3699999999,18963.979367089,13986.40506329114
2024-08-01,Sports,Gujarat,New,44,44,43,63,1293454.7300000002,29396.698409091,18808.898181818182
2024-08-01,Beauty,West Bengal,Premium,48,48,46,61,710747.14999999991,14807.232291667,12352.302708333333
2024-08-01,Grocery,Maharashtra,Regular,530,517,410,776,10916062.099999998,20596.343584906,14022.613113207546
2024-08-01,Grocery,Karnataka,Premium,87,85,81,121,1299834.4500000007,14940.625862069,12746.500689655177
2024-08-01,Home & Kitchen,Uttar Pradesh,Premium,147,141,137,199,3072611.3800000008,20902.118231293,14843.425510204081
2024-08-01,Fashion,West Bengal,Regular,407,395,339,584,9311409.7300000023,22878.156584767,16324.810761670764
2024-09-01,Fashion,Delhi,Premium,89,87,85,128,1958417.0499999998,22004.685955056,16489.784157303373
2024-09-01,Fashion,Tamil Nadu,New,127,126,117,181,2666794.49,20998.381811024,15489.231732283464
2024-09-01,Home & Kitchen,Telangana,New,114,111,106,167,1904245.6700000002,16703.909385965,12496.080350877191
2024-09-01,Fashion,Telangana,Regular,656,640,473,945,15418846.200000001,23504.338719512,16355.562286585357
2024-09-01,Electronics,Uttar Pradesh,Regular,882,842,590,1206,17919507.920000013,20316.902403628,14417.835011337869
2024-09-01,Beauty,Karnataka,New,86,85,80,115,1432768.2999999998,16660.096511628,13941.293720930234
2024-09-01,Sports,Karnataka,Regular,332,325,281,461,5734920.26,17273.856204819,13712.487439759039
2024-09-01,Beauty,Karnataka,Premium,86,84,84,115,1754406.21,20400.072209302,15902.146976744185
2024-09-01,Sports,Uttar Pradesh,Premium,76,74,74,103,1748976.2,23012.844736842,16952.842500000002
2024-09-01,Electronics,West Bengal,New,88,87,87,123,1546514.3099999996,17574.02625,13579.157613636362
2024-09-01,Fashion,Gujarat,Premium,106,103,103,144,2126839.2000000007,20064.520754717,14041.587547169809
2024-09-01,Electronics,Gujarat,Premium,106,100,101,161,2339326.4999999995,22069.117924528,14556.685660377354
2024-09-01,Electronics,Karnataka,Premium,196,192,176,271,3621007.7800000003,18474.529489796,14373.994795918368
2024-09-01,Electronics,Delhi,Premium,125,119,118,179,2665345.18,21322.76144,16207.646159999998
2024-09-01,Fashion,Tamil Nadu,Premium,125,119,115,183,3044833.67,24358.66936,17927.331919999997
2024-09-01,Home & Kitchen,Tamil Nadu,Premium,122,118,116,157,2414756.37,19793.085,16334.009016393442
2024-09-01,Home & Kitchen,Maharashtra,Regular,709,691,505,974,12883652.239999998,18171.582849083,14000.9346403385
2024-09-01,Electronics,Uttar Pradesh,New,193,183,177,287,4667675.4700000016,24184.846994819,16780.543264248707
2024-09-01,Sports,Gujarat,New,41,41,41,59,1528602.5099999998,37282.98804878,20866.696829268298
2024-09-01,Beauty,Telangana,New,79,76,75,106,1809539.7399999995,22905.566329114,15599.382911392409
2024-09-01,Beauty,Delhi,New,56,56,55,82,964283.77000000025,17219.353035714,12127.691607142859
2024-09-01,Beauty,Telangana,Regular,356,341,298,470,6844673.88,19226.612022472,14779.196713483152
2024-09-01,Sports,Gujarat,Premium,62,62,61,87,1621280.2500000002,26149.681451613,19463.218225806453
2024-09-01,Electronics,Delhi,New,130,128,126,177,2132357.86,16402.752769231,12691.675769230771
2024-09-01,Home & Kitchen,Uttar Pradesh,New,137,128,122,193,2950629.87,21537.444306569,13718.998321167886
2024-09-01,Grocery,Gujarat,New,63,60,62,82,545722.57000000007,8662.263015873,6972.3206349206357
2024-09-01,Sports,Karnataka,New,84,83,82,114,1518208.6600000004,18073.912619048,11064.477499999999
2024-09-01,Electronics,Karnataka,New,193,185,172,263,3821834.8100000005,19802.252901554,14714.368652849736
2024-09-01,Grocery,Karnataka,New,90,88,89,126,1229876.0899999999,13665.289888889,11044.399444444445
2024-09-01,Electronics,Tamil Nadu,New,142,138,137,192,3020627.7499999995,21272.026408451,15028.33542253521
2024-09-01,Electronics,Maharashtra,Premium,188,176,170,257,4275100.5200000014,22739.896382979,16158.982446808512
2024-09-01,Beauty,Gujarat,Regular,267,264,232,351,4735768.5900000017,17736.961011236,13080.365018726594
2024-09-01,Home & Kitchen,Uttar Pradesh,Regular,642,620,485,883,12495080.510000013,19462.742227414,14239.459968847357
2024-09-01,Grocery,Telangana,Regular,365,358,305,481,6371902.13,17457.266109589,12622.147890410955
2024-09-01,Grocery,Maharashtra,New,94,93,92,132,1524562.88,16218.754042553,9556.24329787234
2024-09-01,Sports,Telangana,Regular,306,298,257,431,6508793.6899999995,21270.567614379,15427.608464052289
2024-09-01,Home & Kitchen,Maharashtra,New,170,165,152,231,3005314.1800000006,17678.318705882,13972.283
2024-09-01,Fashion,Gujarat,Regular,481,464,373,670,10244498.2,21298.333056133,14866.373804573805
2024-09-01,Home & Kitchen,Maharashtra,Premium,170,164,158,232,3319859.2899999991,19528.584058824,14888.179000000004
2024-09-01,Home & Kitchen,Delhi,Premium,94,89,90,124,2105168.46,22395.409148936,13668.784468085105
2024-09-01,Sports,Telangana,New,71,70,70,97,1619759.1100000003,22813.508591549,16644.032957746476
2024-09-01,Fashion,Telangana,New,143,142,132,192,3479019.6799999992,24328.808951049,15617.081398601396
2024-09-01,Sports,West Bengal,Regular,228,220,202,327,5370568.28,23555.124035088,17495.536403508773
2024-09-01,Home & Kitchen,Delhi,New,96,93,90,134,1680096.75,17501.0078125,12691.228541666667
2024-09-01,Beauty,Maharashtra,New,93,91,88,115,1622959.07,17451.172795699,14559.696666666669
2024-09-01,Grocery,Delhi,Regular,287,282,248,381,5157102.7600000007,17968.999163763,14536.541672473866
2024-09-01,Fashion,Maharashtra,Regular,848,808,584,1149,17851928.000000011,21051.801886792,15116.74716981132
2024-09-01,Sports,Telangana,Premium,68,68,63,89,1542232.64,22679.891764706,16034.82411764706
2024-09-01,Electronics,Uttar Pradesh,Premium,193,186,169,265,3222926.0999999987,16699.098963731,12759.524922279796
2024-09-01,Grocery,Maharashtra,Premium,103,101,98,149,2172864.49,21095.771747573,14108.961844660193
2024-09-01,Beauty,Delhi,Premium,57,56,57,84,1186423.7600000002,20814.451929825,13914.804736842107
2024-09-01,Sports,Uttar Pradesh,New,62,57,61,88,1163717.1099999999,18769.630806452,13438.341290322582
2024-09-01,Home & Kitchen,Gujarat,Regular,424,406,347,555,7639388.3100000005,18017.425259434,13865.93349056604
2024-09-01,Beauty,Karnataka,Regular,413,398,336,546,8442441.15,20441.746125908,15363.924939467308
2024-09-01,Sports,Maharashtra,Premium,91,89,87,138,2626747.1899999995,28865.353736264,17655.231208791211
2024-09-01,Beauty,Telangana,Premium,66,65,64,89,1334352.4100000004,20217.460757576,15495.119999999997
2024-09-01,Beauty,Maharashtra,Premium,91,89,87,130,1603212.76,17617.722637363,13753.611098901096
2024-09-01,Grocery,Karnataka,Premium,94,92,91,136,1867617.3900000001,19868.270106383,15839.02404255319
2024-09-01,Home & Kitchen,Tamil Nadu,New,109,106,101,137,2195217.8099999996,20139.61293578,13774.663302752295
2024-09-01,Fashion,West Bengal,New,83,81,81,107,1786321.8799999997,21521.950361446,16413.101686746988
2024-09-01,Grocery,West Bengal,Regular,227,223,201,315,5066376.3399999989,22318.838502203,15873.769735682816
2024-09-01,Sports,Gujarat,Regular,229,226,206,311,3970607.7399999998,17338.898427948,13249.805283842796
2024-09-01,Electronics,Tamil Nadu,Premium,154,147,145,201,3288486.9599999995,21353.811428571,14798.438961038961
2024-09-01,Grocery,West Bengal,New,38,37,35,50,470621.06,12384.764736842,11108.254473684212
2024-09-01,Electronics,Gujarat,New,114,110,111,161,1919083.58,16834.066491228,12743.075350877192
2024-09-01,Sports,West Bengal,Premium,37,37,37,47,604549.24,16339.168648649,11436.010810810811
2024-09-01,Sports,Delhi,New,54,54,52,81,1285568.85,23806.830555556,14687.018888888892
2024-09-01,Fashion,Maharashtra,Premium,160,155,148,219,2466744.4699999997,15417.1529375,12268.554375000003
2024-09-01,Beauty,West Bengal,Premium,36,36,36,44,756794.57000000007,21022.071388889,15457.532777777778
2024-09-01,Home & Kitchen,Uttar Pradesh,Premium,132,129,127,173,3158193.0700000003,23925.705075758,16961.170454545452
2024-09-01,Electronics,Maharashtra,Regular,956,906,612,1336,20715935.949999988,21669.389069038,15042.676997907942
2024-09-01,Fashion,Delhi,Regular,499,481,391,715,11127736.419999996,22300.072985972,15596.897795591183
2024-09-01,Fashion,Telangana,Premium,128,121,118,172,2595807.58,20279.74671875,15393.431718750002
2024-09-01,Sports,Tamil Nadu,Regular,277,271,246,383,5389368.29,19456.203212996,14054.976823104682
2024-09-01,Home & Kitchen,West Bengal,Regular,359,350,297,491,6249013.73,17406.723481894,12912.23445682451
2024-09-01,Grocery,West Bengal,Premium,35,35,34,54,861030.33000000007,24600.866571429,15873.561142857143
2024-09-01,Fashion,Karnataka,New,166,160,154,233,3885863.7399999984,23408.817710843,15265.967530120481
2024-09-01,Beauty,Maharashtra,Regular,443,434,353,626,9219090.4899999965,20810.588013544,14493.497336343115
2024-09-01,Grocery,Karnataka,Regular,433,424,359,605,7177809.1000000015,16576.926327945,12863.640715935331
2024-09-01,Beauty,West Bengal,Regular,212,211,184,273,3693000.3399999994,17419.812924528,14857.108396226418
2024-09-01,Sports,Maharashtra,New,83,79,81,107,1411274.8899999997,17003.311927711,13894.061445783131
2024-09-01,Beauty,Uttar Pradesh,Premium,85,84,83,113,1501674.19,17666.755176471,12631.81188235294
2024-09-01,Grocery,Delhi,New,60,59,58,87,1080912.79,18015.213166667,10736.249166666666
2024-09-01,Beauty,West Bengal,New,47,44,46,69,1182274.89,25154.784893617,17155.333404255322
2024-09-01,Fashion,West Bengal,Premium,95,94,89,128,2478403.48,26088.457684211,18355.361999999997
2024-09-01,Grocery,Uttar Pradesh,Premium,87,86,82,122,2083131.4299999997,23944.039425287,16330.142413793108
2024-09-01,Sports,Delhi,Premium,52,51,51,67,767952.46,14768.316538462,13209.815192307691
2024-09-01,Grocery,Telangana,New,87,86,82,122,1711682.65,19674.513218391,14294.52229885057
2024-09-01,Fashion,Gujarat,New,97,94,93,133,1855700.1300000004,19130.929175258,13694.589896907215
2024-09-01,Fashion,Uttar Pradesh,New,173,164,159,235,4231257.0600000005,24458.133294798,18912.208034682084
2024-09-01,Home & Kitchen,Karnataka,New,159,154,148,224,3377193.6199999996,21240.211446541,15977.498364779876
2024-09-01,Electronics,West Bengal,Regular,455,440,365,629,9347360.6999999974,20543.64989011,14448.835186813181
2024-09-01,Fashion,Karnataka,Premium,158,153,144,222,3192104.9699999997,20203.196012658,14095.333291139239
2024-09-01,Sports,Karnataka,Premium,76,76,70,103,1712301.96,22530.288947368,16206.838815789475
2024-09-01,Home & Kitchen,Gujarat,New,94,91,88,132,2022249.35,21513.290957447,18244.021914893619
2024-09-01,Home & Kitchen,Telangana,Regular,562,539,426,781,12086809.290000005,21506.778096085,14999.927953736653
2024-09-01,Sports,Tamil Nadu,Premium,59,59,57,83,1195406.55,20261.127966102,15444.454406779661
2024-09-01,Sports,Uttar Pradesh,Regular,367,363,296,512,7798173.0999999987,21248.428065395,14913.334523160764
2024-09-01,Beauty,Gujarat,New,68,68,64,90,1494715.3099999998,21981.1075,17350.37926470588
2024-09-01,Grocery,Uttar Pradesh,New,89,89,87,128,1181786.83,13278.503707865,9568.9850561797739
2024-09-01,Electronics,Telangana,Regular,772,742,550,1048,15626856.940000001,20242.042668394,14779.016917098443
2024-09-01,Home & Kitchen,Gujarat,Premium,93,93,84,127,2043462.37,21972.713655914,18215.173870967745
2024-09-01,Beauty,Uttar Pradesh,New,90,89,83,122,1454909.7999999998,16165.664444444,12243.759555555554
2024-09-01,Grocery,Delhi,Premium,62,60,59,79,914292.99,14746.661129032,11546.372903225803
2024-09-01,Home & Kitchen,Karnataka,Premium,155,152,141,216,2960940.56,19102.842322581,14219.2955483871
2024-09-01,Grocery,Telangana,Premium,89,88,84,122,1477757.29,16604.014494382,13162.43
2024-09-01,Home & Kitchen,West Bengal,New,60,60,60,84,1098539.7499999998,18308.995833333,14476.952999999998
2024-09-01,Grocery,Tamil Nadu,Premium,76,76,75,103,1393119.43,18330.518815789,12834.878815789474
2024-09-01,Home & Kitchen,Karnataka,Regular,658,642,477,908,14664305.639999995,22286.178784195,16029.20689969605
2024-09-01,Beauty,Tamil Nadu,New,60,60,57,76,814865.92999999982,13581.098833333,12538.443166666666
2024-09-01,Grocery,Tamil Nadu,New,74,70,73,99,1317120.28,17798.922702703,14341.314864864862
2024-09-01,Electronics,Gujarat,Regular,572,546,442,782,9383859.0099999979,16405.34791958,12110.282080419582
2024-09-01,Beauty,Tamil Nadu,Regular,326,322,284,461,6401756.79,19637.290766871,13246.647883435588
2024-09-01,Grocery,Gujarat,Regular,301,292,265,417,5421098.8800000018,18010.295282392,13642.084617940198
2024-09-01,Electronics,Telangana,New,168,160,152,248,3258531.7099999995,19396.022083333,12932.899047619048
2024-09-01,Electronics,Tamil Nadu,Regular,651,626,493,899,14395853.54000001,22113.446298003,16504.990168970813
2024-09-01,Beauty,Uttar Pradesh,Regular,421,416,350,581,8714342.4300000053,20699.150665083,14536.999168646078
2024-09-01,Sports,Tamil Nadu,New,73,72,70,94,1279377.6199999999,17525.720821918,15587.007397260273
2024-09-01,Grocery,Tamil Nadu,Regular,338,329,278,465,6067966.4899999965,17952.563579882,13981.461479289945
2024-09-01,Home & Kitchen,Delhi,Regular,413,403,345,551,7532837.77,18239.316634383,13587.277675544798
2024-09-01,Beauty,Tamil Nadu,Premium,73,70,71,99,1400586.37,19186.114657534,12911.328356164386
2024-09-01,Fashion,Uttar Pradesh,Regular,740,715,535,1013,14395862.669999996,19453.868472973,14430.594324324325
2024-09-01,Fashion,Karnataka,Regular,728,699,535,1024,16596847.559999995,22797.867527473,15356.383681318683
2024-09-01,Electronics,Delhi,Regular,565,540,433,813,11279214.079999996,19963.210761062,13626.443805309736
2024-09-01,Fashion,Uttar Pradesh,Premium,170,161,159,224,3115881.7299999986,18328.716058824,14006.762882352941
2024-09-01,Electronics,Karnataka,Regular,877,847,591,1216,17041944.34999999,19432.091619156,14473.875781071834
2024-09-01,Electronics,Telangana,Premium,170,164,155,221,3003547.7,17667.927647059,14221.749058823532
2024-09-01,Fashion,Delhi,New,113,109,108,163,2547249.47,22542.030707965,14750.553008849554
2024-09-01,Grocery,Gujarat,Premium,74,73,66,97,1080193.08,14597.203783784,10298.456216216216
2024-09-01,Electronics,West Bengal,Premium,125,121,114,182,2465220.9200000004,19721.76736,13953.878640000006
2024-09-01,Beauty,Delhi,Regular,267,264,234,378,5329818.8599999994,19961.868389513,13674.214044943823
2024-09-01,Home & Kitchen,Telangana,Premium,103,101,97,134,2195150.3800000004,21312.13961165,15728.936796116503
2024-09-01,Sports,Maharashtra,Regular,409,407,327,558,7921400.57,19367.727555012,13896.376063569676
2024-09-01,Sports,Delhi,Regular,262,256,225,381,5122914.55,19553.108969466,13206.217595419848
2024-09-01,Home & Kitchen,Tamil Nadu,Regular,514,501,400,679,10623332.139999999,20667.961361868,16259.837081712069
2024-09-01,Beauty,Gujarat,Premium,47,47,47,59,830662.18999999983,17673.663617021,15389.884042553193
2024-09-01,Electronics,Maharashtra,New,220,214,199,314,4169127.69,18950.580409091,13384.102227272724
2024-09-01,Fashion,Tamil Nadu,Regular,556,535,423,779,12205712.38,21952.720107914,15888.071618705038
2024-09-01,Sports,West Bengal,New,46,45,44,72,970338.05,21094.305434783,17722.347391304349
2024-09-01,Home & Kitchen,West Bengal,Premium,73,70,68,91,882788.12999999989,12092.988082192,10188.479452054793
2024-09-01,Fashion,West Bengal,Regular,422,409,343,561,9154220.16,21692.464834123,16657.316398104267
2024-09-01,Fashion,Maharashtra,New,208,199,192,279,3520620.6700000013,16926.060913462,12822.978749999995
2024-09-01,Grocery,Maharashtra,Regular,511,500,396,700,9054870.6099999975,17719.90334638,13211.477886497063
